20008|ING 100|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Cuma |0830/1129 |---- |50|21|ARC, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, DEN, ECNE, EEE, EFN, EHB, EHBE, ELK, ELKE, END, ENDE, ENTE, FIZ, GEM, GEO, GEOE, GID, ICM, INS, INSE, ISL, ISLE, JEF, JEO, KIM, KMM, KOM, KOME, MAD, MAK, MAT, MET, METE, MIM, MIME, MMD, MTO, PEME, PETE, SBP, SBPE, TEKE, UCK, UZBE, YZVE
22356|MTO 459E||Deniz  Demirhan Barı|UUB|Salı |1130/1429 |D109 |15|10|MTO, MTOE
22357|MTO 337E||Elçin  Tan|UUBUUB|Pazartesi Çarşamba |1530/1729 1130/1329 |D110 D214 |35|28|MTO
22358|ISL 363E||İdil Vedia Evcimen|MED|Pazartesi |1430/1729 |A33 |80|47|ISL, ISLE
22359|ISL 364E||Çiçek  Ersoy Kekevi, Özgür  Öztürk|MED|Cuma |0830/1129 |A32 |130|110|ISL, ISLE
22360|ISL 374E||Deniz  Tunçalp, Çiğdem  Kaya Pazarbaşı|MED|Perşembe |1130/1429 |A16 |115|93|ISL, ISLE
22361|ISL 384E|Çevrimiçi/Online|Öznur  Özdemir Akyıldırım|----|Salı |0830/1129 |---- |200|154|ISL, ISLE
22362|ISL 432E|Çevrimiçi/Online|Tuncay  Özcan|----|Perşembe |0830/1129 |---- |120|110|ISL, ISLE
22363|ISL 433||Ulaş  Baysal|MED|Çarşamba |1330/1529 |A13 |100|81|ISL, ISLE
22364|ISL 435E||İpek  İlkkaracan Ajas|MED|Perşembe |1130/1429 |B411 |55|48|ENTE, EUT, EUTE, ISL, ISLE, YZVE
22366|ISL 452E||Cumhur Enis Ekinci|MED|Pazartesi |0830/1129 |B411 |40|15|END, ENDE, ISL, ISLE
22367|ISL 478E||Deniz  Tunçalp|MED|Salı |1430/1729 |B411 |40|25|AIN, BIO, BIOE, BLG, BLGE, BST, CAB, CEB, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, ICM, IML, IMLE, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KMP, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, MTR, MUT, MUZ, MUZE, MZT, PEM, PEME, PET, PETE, SBP, SBPE, SES, TEB, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
22368|ISL 492||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|3|ISL
22369|ISL 492E||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|7|ISL, ISLE
22370|ISL 4901||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|7|ISL
22371|ISL 4901E||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|30|ISL, ISLE
22372|ISL 4902||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|18|ISL
22373|ISL 4902E||Hatice  Camgöz Akdağ|MED|---- |/ |--- |500|84|ISL, ISLE
22374|BIL 113E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Perşembe |0830/1129 |---- |120|107|ISL, ISLE
22375|DAN 102|Çevrimiçi/Online|Derya  Karakaş, Kaya  Tokmakçıoğlu|----|Çarşamba |1530/1729 |---- |300|234|EFN, ISL, ISLE
22376|BUS 112||Ayşe Aylin Bayar|ISB|Perşembe |1330/1629 |--- |35|20|SEK, SIS
22377|BUS 102||Çiçek  Ersoy Kekevi|KMB|Salı |1330/1629 |D205 |35|21|SIS
22379|MTH 106||Burak Yıldıran Stodolsky|INB|Salı |0830/1129 |B202 |40|19|SEK, SIS
22380|ESL 102||Şadiye  Saraç|ISB|Cuma |1400/1659 |F234 |20|19|SEK, SIS
22382|BUS 311||Elif  Karaosmanoğlu|GDB|Salı |0930/1229 |D304 |35|19|SIS
22383|STI 102||Tolga  Kaya|ISB|Perşembe |0930/1229 |F133 |35|15|SEK, SIS
22384|BUS 207||Cumhur Enis Ekinci|MED|Çarşamba |0930/1229 |B36 |35|19|SIS
22385|BUS 209||Tuncay  Özcan|ISB|Pazartesi |1330/1629 |F237 |35|13|SIS
22386|BUS 202||Oktay  Taş|MED|Salı |1330/1629 |B211 |15|15|SIS
22387|BUS 315||Ulaş  Baysal|MED|Cuma |1330/1629 |B211 |15|7|SIS
22388|BUS 322||İdil Vedia Evcimen|ISB|Perşembe |1330/1629 |F235 |15|15|SIS
22389|DAN 102|Çevrimiçi/Online|Ömer Faruk Beyca|----|Çarşamba |1530/1729 |---- |340|323|CEN, END, ENDE
22390|MET 435||Özgül  Keleş|KMB|Çarşamba |0830/1029 |D301 |75|39|MET
22391|MAK 4058E||Osman Taha Şen|MOB|Pazartesi |1030/1329 |--- |50|16|MAK, MAKE
22392|MAK 4061||Barış  Doğru|MOB|Salı |1130/1429 |--- |50|5|MAK
22393|MAK 210E||Adem  Candaş|MKBMKB|Çarşamba Perşembe |1330/1529 1330/1529 |R354 R354 |80|29|IML, IMLE, MAK, MAKE
22400|ETK 101||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Çarşamba |1330/1429 |A202 |70|70|CHZ, JEF, MAD
22401|ETK 101E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Perşembe |0930/1029 |A204 |80|70|PET, PETE
22402|MAD 322E||Hakan  Tunçdemir|MDB|Pazartesi |1430/1729 |B205 |60|42|MAD, MADE
22404|MAD 308||Alim  Gül|MDBMDB|Çarşamba Perşembe |1130/1229 1130/1329 |A101 A101 |60|44|MAD
22406|MAD 432||Hanifi  Çopur, Cemal  Balcı|MDB|Cuma |0830/1129 |A201 |60|37|MAD
22407|MAD 434||Mahmut  Kabakcı|MDB|Pazartesi |1230/1429 |B205 |60|46|MAD
22408|MAT 202E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Perşembe |1330/1629 |A105 |80|45|PET, PETE
22409|MAD 436E||Cüneyt Atilla Öztürk|MDB|Perşembe |0830/1029 |A201 |60|37|MAD, MADE
22410|ETK 101||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Çarşamba |1130/1229 |A201 |60|11|JEO
22411|ETK 101E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Perşembe |1630/1729 |A201 |70|11|JEO, JEOE, MAD, MADE
22412|JEO 218||Murat  Budakoğlu|MDB|Cuma |1430/1629 |A101 |70|69|JEO
22413|MAL 201E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Pazartesi |1430/1729 |--- |80|27|PET, PETE
22414|ILT 101E||İbrahim Metin Mıhçakan|MDB|Perşembe |0930/1129 |--- |80|0|PETE
22415|PET 212E||Murat  Çınar|MDB|Çarşamba |0830/1129 |A105 |90|81|JEF, PET, PETE, PETM
22416|PET 332E||Şenol  Yamanlar|MDB|Cuma |0830/1129 |A105 |80|58|PET, PETE, PETM
22417|PET 346E||İbrahim Metin Mıhçakan|MDB|Cuma |1430/1729 |A102 |40|40|PET, PETE
22418|PET 407E||Emine Didem Korkmaz Başel|MDB|Salı |1330/1629 |A105 |80|31|PETE
22419|PET 417E||Ömer İnanç Türeyen|MDB|Pazartesi |0830/1129 |A202 |80|56|PET, PETE, PETM
22420|MEK 205E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Perşembe |1330/1629 |A202 |80|2|CHZ, CHZE
22421|CHZ 318||Murat Olgaç Kangal|MDB|Pazartesi |0830/1129 |A204 |65|64|CHZ, CHZM, MAD, MADM
22422|PET 431E||İbrahim Metin Mıhçakan|MDB|Perşembe |1330/1629 |A204 |40|27|PET, PETE
22423|PET 433E||Mustafa Hakan Özyurtkan|MDB|Çarşamba |1230/1529 |A204 |40|24|PET, PETE
22424|PET 458E||Mustafa Hakan Özyurtkan|MDB|Pazartesi |1330/1629 |B208 |40|8|PET, PETE
22425|PET 467E||Murat  Çınar|MDB|Salı |0830/1129 |A204 |40|15|PET, PETE, PETM
22426|PET 492E||Ömer İnanç Türeyen|MDB|---- |/ |--- |500|3|PET, PETE
22428|PET 4902E||Ömer İnanç Türeyen|MDB|---- |/ |--- |500|20|PETE
22429|CHZ 212||Gülay  Bulut, Abdullah Ekrem Yüce|MDB|Salı |0830/1229 |A205 |65|56|CHZ, CHZM
22430|PET 447E||Gürşat  Altun|MDB|Pazartesi |0830/1129 |B206 |20|6|PET, PETE
22431|PET 310E||Yıldıray  Palabıyık|MDB|Pazartesi |1130/1329 |D106 |16|13|PETE
22432|PET 310E||Yıldıray  Palabıyık|MDB|Salı |1130/1329 |D106 |16|16|PETE
22433|PET 310E||Yıldıray  Palabıyık|MDB|Çarşamba |0930/1129 |D106 |16|12|PETE
22434|PET 310E||Yıldıray  Palabıyık|MDB|Perşembe |1130/1329 |D106 |16|16|PETE
22435|JEO 420E||Emin  Çiftçi|MDB|Perşembe |0830/1129 |A203 |35|11|JEO
22436|JEO 436E|Çevrimiçi/Online|Cengiz  Zabcı|----|Perşembe |0830/1129 |---- |36|36|JEO, JEOE
22437|JEO 445E||Sedat  İnan|MDB|Salı |1330/1629 |A205 |30|26|JEF, JEFE, JEO, JEOE, PET, PETE
22438|JEO 444E||Gülsen  Uçarkuş, Nilgün  Okay|MDB|Salı |1330/1629 |A203 |30|12|JEF, JEFE, JEO, JEOE
22439|JEO 446E||Nurgül  Çelik Balcı|MDB|Perşembe |0830/1129 |A103 |40|37|JEO, JEOE, PETE
22440|JEO 448E||Ziyadin  Çakır|MDB|Perşembe |0830/1129 |A105 |30|3|JEO, JEOE
22441|DAN 102||Gürsel  Sunal|MDB|Çarşamba |1530/1729 |--- |300|84|JEO, JEOE
22442|END 336|Çevrimiçi/Online|Ekrem Cem Alppay|----|Pazartesi |1430/1729 |---- |40|27|END
22443|CHZ 242||Alim  Gül, Emin  Çiftçi, Recep Fahri Esenli|MDB|Salı |1330/1629 |A103 |60|51|CHZ, CHZM
22444|RES 111E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Perşembe |1330/1629 |B207 |85|50|CEVE, CHZ, CHZE
22445|CHZ 306||Birgül  Benli|MDB|Salı |0830/1029 |B204 |40|27|CHZ
22446|CHZ 308||Kudret Tahsin Perek, Abdullah Ekrem Yüce|MDB|Salı |1230/1429 |B204 |40|38|CHZ
22447|CHZ 311||Alim  Gül|MDBMDB|Çarşamba Cuma |1330/1529 1430/1629 |A201 A201 |60|56|CHZ, CHZM
22448|DAN 102||Kudret Tahsin Perek|MDB|Çarşamba |1530/1729 |--- |300|65|CHZ
22449|CHZ 492||Feridun  Boylu|MDB|---- |/ |--- |500|7|CHZ
22450|CHZ 492E||Feridun  Boylu|MDB|---- |/ |--- |500|0|CHZ, CHZE
22451|CHZ 4901||Feridun  Boylu|MDB|---- |/ |--- |500|10|CHZ
22452|CHZ 4902||Feridun  Boylu|MDB|---- |/ |--- |500|19|CHZ
22453|CHZ 328E||Ayhan Ali Sirkeci|MDB|Çarşamba |0830/1129 |B207 |50|45|CHZ, CHZM
22454|CHZ 332E||Gülay  Bulut|MDB|Perşembe |1330/1729 |A203 |50|27|CHZ, CHZE, CHZM
22455|CHZ 352||Mustafa  Özer|MDB|Perşembe |1030/1229 |A204 |60|51|CHZ, CHZM
22456|CHZ 454||Murat Olgaç Kangal|MDB|Perşembe |0830/1129 |B204 |30|24|CHZ
22457|CHZ 358E|Çevrimiçi/Online|Feridun  Boylu|----|Cuma |0830/1029 |---- |30|30|CHZ, CHZE
22458|CHZ 432E||Feridun  Boylu|MDB|Pazartesi |0830/1229 |A203 |10|2|CHZE, CHZM
22459|CHZ 411E||Fatma  Arslan|MDB|Çarşamba |1130/1329 |A203 |40|37|CHZ, CHZE
22460|CHZ 424||Kudret Tahsin Perek|MDB|Pazartesi |1330/1529 |A203 |40|28|CHZ
22461|CHZ 432||Ali  Güney|MDBMDB|Salı Salı |1030/1229 1430/1629 |B208 B208 |30|26|CHZ, CHZM
22462|CHZ 446|Çevrimiçi/Online|Şükriye Beste  Aydın|----|Çarşamba |1330/1529 |---- |35|23|CHZ
22463|CHZ 458E|Çevrimiçi/Online|Fırat  Burat|----|Cuma |1430/1629 |---- |35|25|CHZ
22465|UCK 206||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Salı |1130/1329 |D111 |60|41|UCK, UZB
22466|CHZ 436E||Fırat  Burat|MDB|Cuma |0830/1129 |A204 |30|0|CHZE
22467|UCK 206E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Çarşamba |1130/1329 |D209 |100|65|UCK, UZB, UZBE
22468|UCK 206E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Çarşamba |1130/1329 |D213 |65|65|UCK, UZB, UZBE
22469|CHZ 434E||Fırat  Burat|MDB|Perşembe |0830/1129 |A302 |10|0|CHZE
22470|UCK 226E||Özge  Özdemir|UUB|Perşembe |0830/1129 |D209 |45|35|UCK, UCKE, UZB, UZBE
22471|UCK 236E||Hülya  Cebeci|UUB|Perşembe |0830/1129 |D214 |45|34|UCK, UCKE, UZB, UZBE
22472|UCK 348E||Bülent  Tutkun|UUB|Çarşamba |1230/1529 |D-Z09 |40|35|UCK, UCKE, UZB, UZBE
22473|UCK 360E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Pazartesi |1430/1729 |D-Z09 |70|41|UCK, UZB, UZBE
22474|UCK 360E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Perşembe |1130/1429 |D216 |70|60|UCK, UZB, UZBE
22475|UCK 360E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Cuma |0930/1229 |D-Z08 |70|60|UCK, UZB, UZBE
22476|UCK 372||Duygu  Erdem|UUB|Cuma |0930/1229 |D109 |32|24|UCK, UZB
22477|UCK 372||Demet  Balkan|UUB|Salı |0830/1129 |D109 |32|28|UCK, UZB
22478|UCK 372E||Halit Süleyman Türkmen|UUB|Pazartesi |0830/1129 |D109 |32|28|UCK, UCKE, UZB, UZBE
22479|UCK 372E||Duygu  Erdem|UUB|Salı |1430/1729 |D109 |32|28|UCK, UCKE, UZB, UZBE
22480|UCK 372E||İsmail  Bayezit|UUB|Cuma |1430/1729 |D109 |32|28|UCK, UCKE, UZB, UZBE
22481|UCK 372E||İsmail  Bayezit|UUB|Perşembe |0830/1129 |D109 |32|28|UCK, UCKE, UZB, UZBE
22482|UCK 424E||Hayri  Acar|UUB|Pazartesi |1330/1729 |D215 |50|20|UCK, UCKE, UCKM
22483|UCK 424E||Hayri  Acar|UUB|Salı |1330/1729 |D-Z08 |50|48|UCK, UCKE, UCKM
22484|UCK 471E||Şükrü  Can|UUB|Perşembe |1130/1429 |D108 |40|35|UCK, UCKE, UZB, UZBE
22485|UCK 488||Senem  Sevinç|UUB|Cuma |1430/1729 |D215 |40|35|UCK, UZB
22487|UZB 112E||Hüsnü Barbaros Soyer|UUB|Perşembe |0830/1129 |BIL1 |60|43|UCK, UCKE, UZB, UZBE
22488|UZB 218E||Mehmet  Şahin|UUB|Cuma |1430/1729 |D108 |65|55|UCK, UCKE, UZB, UZBE
22489|UZB 318E|Çevrimiçi/Online|Vedat Ziya Doğan|----|Pazartesi |1430/1729 |---- |60|51|UCK, UCKE, UZB, UZBE
22490|UZB 352E||Ahmet  Sofyalı|UUB|Perşembe |1430/1729 |D216 |60|43|UZB, UZBE, UZBM
22491|UZB 362E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUBUUB|Salı Çarşamba |1130/1329 0930/1129 |D-Z08 D-Z08 |110|75|UCK, UCKE, UCKM, UZB, UZBE, UZBM
22492|UZB 362E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUBUUB|Salı Çarşamba |1130/1329 0930/1129 |D216 D216 |95|65|UCK, UCKE, UCKM, UZB, UZBE, UZBM
22493|UZB 362E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUBUUB|Salı Çarşamba |1130/1329 0930/1129 |D110 D110 |65|44|UCK, UCKE, UCKM, UZB, UZBE, UZBM
22494|UZB 416E||Alim Rüstem Aslan|UUB|Salı |1430/1729 |D-Z09 |65|56|UZB, UZBE, UZBM
22495|UZB 422E||Alim Rüstem Aslan|UUB|Pazartesi |0830/1229 |D216 |50|7|UZB, UZBE, UZBM
22496|UZB 425E||Ramazan  Yeniçeri|UUB|Perşembe |1130/1429 |D213 |60|55|UCK, UCKE, UZB, UZBE
22497|UZB 479E||Nazlı  Can|UUB|Perşembe |1430/1729 |D108 |60|40|UCK, UCKE, UZB, UZBE
22498|BIL 113E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Pazartesi |1130/1429 |---- |50|21|UCK, UZBE
22499|BIL 113E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Salı |1430/1729 |---- |55|54|UCK, UZBE
22500|STA 201||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Cuma |1430/1729 |D209 |61|44|UCK, UZB
22501|STA 201E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Perşembe |1430/1729 |D-Z08 |108|108|UCK, UCKE, UCKM, UZB, UZBE, UZBM
22502|STA 201E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Cuma |1430/1729 |D213 |65|50|UCK, UCKE, UCKM, UZB, UZBE, UZBM
22506|MUK 204||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Pazartesi |1430/1729 |D-Z08 |63|61|UCK, UZB
22507|MUK 204E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Pazartesi |1430/1729 |D209 |70|54|UCK, UCKE, UZB, UZBE
22508|MUK 204E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Pazartesi |1430/1729 |D111 |53|48|UCK, UCKE, UZB, UZBE
22509|MAT 202E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Perşembe |1430/1729 |D110 |70|62|MTO, MTOE, UCK, UCKE, UZB, UZBE
22510|MAT 202E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Perşembe |0830/1129 |D111 |100|80|MTO, MTOE, UCK, UCKE, UZB, UZBE
22511|MAT 271||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Cuma |0930/1229 |D213 |50|37|UCK, UZB
22512|MAT 271E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Çarşamba |0830/1129 |D-Z09 |90|90|UCK, UCKE, UZB, UZBE
22513|UCK 472E||Seher  Eken|UUB|Perşembe |1130/1429 |D109 |26|23|UCK, UCKE, UZB, UZBE
22514|UCK 441E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Perşembe |1130/1429 |D209 |50|30|UCK, UCKE
22515|JEO 222||Yılmaz  Mahmutoğlu|MDB|Perşembe |0830/1229 |--- |60|25|JEF, JEO, JEOM
22516|UCK 441E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Cuma |1430/1729 |D-Z08 |50|30|UCK, UCKE
22517|JEO 492||Emin  Çiftçi|MDB|---- |/ |--- |500|6|JEO
22518|JEO 4901||Yılmaz  Mahmutoğlu|MDB|---- |/ |--- |500|10|JEO
22519|UZB 317||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Pazartesi |1130/1429 |D214 |60|52|UCK
22520|UZB 317E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Pazartesi |1130/1429 |D-Z08 |71|69|UCK, UZB, UZBE
22521|JEO 4902E||Emin  Çiftçi|MDB|---- |/ |--- |500|0|JEO
22522|UZB 317E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|UUB|Pazartesi |1130/1429 |D-Z09 |65|42|UCK, UZB, UZBE
22523|UZB 421E||Cengiz  Hacızade|UUB|Cuma |0930/1229 |D214 |100|88|UZB, UZBE, UZBM
22524|UZB 451E||Ramazan  Yeniçeri|UUB|Salı |0830/1129 |D-Z08 |110|99|UZB, UZBE
22525|JEO 256E||Ali Mehmet Celal Şengör|MDB|Çarşamba |1230/1529 |A103 |80|79|JEO, JEOE, JEOM
22526|UZB 242E||Cuma  Yarım|UUB|Cuma |1430/1729 |D214 |60|48|UZBE
22527|UCK 337E||Nazım Kemal Üre|UUB|Salı |1130/1429 |D-Z09 |45|35|UCK, UZBE
22528|MUK 203||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Perşembe |1330/1629 |A201 |60|45|JEO
22529|UCK 448||Sait Nurdoğan Yurt|UUB|Pazartesi |1430/1729 |D214 |40|30|KOM, UCK, UZB
22530|UCK 350E||İbrahim  Özkol|UUB|Pazartesi |0830/1129 |D215 |45|35|UCK, UCKE, UZB, UZBE
22531|UZB 489E||Bülent  Tutkun|UUB|Cuma |0930/1229 |D108 |25|21|UCK, UCKE, UZB, UZBE
22532|UCK 459E||Özge  Özdemir|UUB|Perşembe |1430/1729 |D109 |45|35|UCK, UCKE, UZB, UZBE
22533|UZB 386E||Ayşe Gül Güngör|UUB|Pazartesi |1430/1729 |D216 |50|35|UCK, UCKE, UZB, UZBE
22534|UCK 439E||Barış  Başpınar|UUB|Pazartesi |1430/1729 |D113 |40|30|UCK, UZBE
22535|UCK 416E||Metin Orhan Kaya|UUB|Çarşamba |1230/1529 |D109 |26|25|UCK, UZBE
22536|DAN 301||--|UUB|Çarşamba |1530/1729 |--- |0|0|UCK, UZBE
22537|UZB 492||Aydın  Mısırlıoğlu|UUB|---- |/ |--- |500|1|UZB
22538|UZB 492E||Aydın  Mısırlıoğlu|UUB|---- |/ |--- |500|18|UZB, UZBE
22539|UZB 4901E||Aydın  Mısırlıoğlu|UUB|---- |/ |--- |500|16|UZBE
22540|UZB 4902E||Aydın  Mısırlıoğlu|UUB|---- |/ |--- |500|38|UZB, UZBE
22541|UCK 492||Cengiz  Hacızade|UUB|---- |/ |--- |500|8|UCK
22542|UCK 492E||Cengiz  Hacızade|UUB|---- |/ |--- |500|1|UCK, UCKE
22543|UCK 4901||Cengiz  Hacızade|UUB|---- |/ |--- |500|8|UCK
22544|UCK 4902||Cengiz  Hacızade|UUB|---- |/ |--- |500|49|UCK
22545|JEO 312||Gürsel  Sunal, Cengiz  Zabcı|MDB|Pazartesi |1330/1729 |A301 |60|45|JEO, JEOM
22546|JEO 322||Remzi  Karagüzel|MDB|Salı |0830/1229 |A103 |60|53|JEO, JEOM, PET
22547|JEO 330||Mustafa  Kumral, Yüksel  Örgün Tutay|MDB|Pazartesi |0830/1229 |A101 |60|38|JEO, JEOM
22548|JEO 410E||Emin  Çiftçi|MDB|Çarşamba |1230/1429 |B204 |60|34|JEO
22549|JEO 492E||Emin  Çiftçi|MDB|---- |/ |--- |500|1|JEO, JEOE
22550|JEO 4901E||Yılmaz  Mahmutoğlu|MDB|---- |/ |--- |500|1|JEO
22551|JEO 4902||Emin  Çiftçi|MDB|---- |/ |--- |500|24|JEO
22552|JEO 412||Demet  Yıldırım|MDB|Çarşamba |0830/1129 |A101 |60|23|JEO, JEOM
22553|JEO 411E||Cengiz  Zabcı|MDB|Cuma |0830/1129 |A103 |60|48|JEO, JEOE, JEOM
22554|JEO 331||Şengül Can Genç, Fatma  Gülmez|MDB|Perşembe |0830/1129 |B206 |50|1|JEO, JEOM, MAD
22555|MAD 243||Cengiz  Kuzu, Muhammet Mustafa Kahraman|MDB|Pazartesi |1130/1429 |A201 |110|60|MAD, MADM
22556|MAD 252E||Türker  Hüdaverdi|MDB|Çarşamba |0830/1129 |A102 |65|55|MAD, MADE
22557|MAD 254E||Bahar  Ayhan|MDB|Salı |1530/1729 |A101 |50|48|MAD, MADE
22558|DAN 102||Cüneyt Atilla Öztürk|MDB|Çarşamba |1530/1729 |--- |300|99|MAD
22559|MAD 342E||Deniz  Tumaç|MDB|Salı |1130/1329 |A102 |55|54|MAD, MADE
22560|MAD 492||Cüneyt Atilla Öztürk|MDB|---- |/ |--- |500|9|MAD
22561|MAD 492E||Cüneyt Atilla Öztürk|MDB|---- |/ |--- |500|1|MAD, MADE
22562|MAD 4901||Cüneyt Atilla Öztürk|MDB|---- |/ |--- |500|8|MAD
22563|MAD 4902||Cüneyt Atilla Öztürk|MDB|---- |/ |--- |500|33|MAD
22564|MAD 442E||Türker  Hüdaverdi|MDB|Pazartesi |1130/1429 |A205 |50|9|MAD, MADE
22566|MAT 202||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MDB|Pazartesi |1430/1729 |A205 |100|91|CEV, CHZ, MAD
22567|CAB 422||Şeymanur  Kandaz|TMB|---- |/ |--- |5|1|CAB, CEB
22568|MAD 408||Abdullah  Fişne|MDB|Salı |1330/1629 |B205 |50|34|MAD
22569|MAD 422E||Cüneyt Atilla Öztürk|MDB|Cuma |1430/1729 |B205 |50|46|MAD, MADE
22570|ISH 202E|Çevrimiçi/Online|Nalan  Erdöl Aydın|----|Perşembe |0830/1129 |---- |60|60|ISL, ISLE
22571|MAD 425E||Cüneyt Atilla Öztürk|MDB|Perşembe |1030/1229 |B208 |50|28|MAD, MADE
22572|ISH 301E|Çevrimiçi/Online|Ayşe Gül Tanık, Nevin  Yağcı, Serdar  Doğruel|----|Cuma |0830/1129 |---- |50|48|ISL, ISLE
22573|MAD 313E||Hasan  Ergin|MDB|Salı |0830/1129 |A202 |55|40|MAD, MADE, MADM
22574|JEO 331E||Mehmet  Keskin|MDB|Çarşamba |1230/1529 |A205 |25|0|JEOE, MADE
22575|DAN 102||Osman Atilla Arıkan|INB|Çarşamba |1530/1729 |--- |200|193|CEV, CEVE
22576|DAN 301||--|INB|Çarşamba |1530/1729 |--- |0|0|CEV, CEVE
22577|STA 201||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|GDB|Pazartesi |1430/1729 |D304 |35|32|GEM
22578|GEM 112||Fuzuli Ağrı Akçay|GDBGDB|Çarşamba Perşembe |0930/1229 1330/1529 |R403 BGLAB |30|30|GEM
22579|BIL 100E|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Perşembe |0930/1229 |---- |0|0|GEM
22580|MUK 210||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|GDBGDB|Pazartesi Salı |1030/1229 1130/1329 |D401 R409 |70|61|GEM
22583|MAT 271||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|GDB|Cuma |1400/1659 |D311 |90|84|GEM
22584|GEM 214E||Emin  Korkut|GDB|Cuma |0930/1229 |409 |35|35|GEM, GEME, GEMK, PETE
22585|GEM 216E||Selma  Ergin|GDB|Cuma |0930/1229 |410 |35|35|GEM, GEME, GEMK
22586|GEM 218E||Bahadır  Uğurlu|GDB|Cuma |0930/1229 |220 |25|16|GEM, GEME
22587|GEM 204||Oğuz Salim Söğüt, Ahmet Ergün Palaz|GDB|Salı |1330/1729 |410 |45|40|GEM, GEMM
22588|GEM 204||Halil  Saraçoğlu|GDB|Çarşamba |0830/1229 |409 |40|39|GEM, GEMM
22589|GEM 212||Gökhan Tansel Tayyar|GDB|Perşembe |0830/1029 |D311 |90|83|DEN, GEM
